OPPORTUNITY_ID,ACCOUNT_NAME,LEAD_SOURCE_CAMPAIGN,STAGE,AMOUNT_USD,CREATED_DATE,CLOSE_DATE,BUSINESS_GROUP,REGION
OPP-8f9b72ae,"Austin, Day and Johnson",CMP-149,Closed Won,192971.07,2024-06-05,2024-06-25,SIBG,LATAM
OPP-b18753e6,Johnson-Nelson,CMP-149,Closed Lost,369428.05,2024-06-01,2024-06-19,SIBG,LATAM
OPP-56febfb9,Smith-Kane,CMP-149,Closed Lost,384261.49,2024-06-10,2024-07-04,SIBG,LATAM
OPP-11d059b2,Figueroa Inc,CMP-149,Negotiation,226424.99,2024-06-09,,SIBG,LATAM
OPP-3712f2d1,Barnes-Peterson,CMP-149,Closed Won,254453.56,2024-06-08,2024-07-02,SIBG,LATAM
OPP-530ac1c7,"Carlson, Ware and Moore",CMP-149,Closed Won,173297.26,2024-06-04,2024-06-18,SIBG,LATAM
OPP-ac8936bc,Nelson Ltd,CMP-149,Closed Won,360827.11,2024-06-03,2024-06-23,SIBG,LATAM
OPP-7129cec7,Nelson-Fischer,CMP-112,Closed Won,131281.51,2023-08-26,2023-09-23,TEBG,EMEA
OPP-1c6345ab,Gregory-Watkins,CMP-144,Closed Lost,183183.01,2020-08-02,2020-09-15,SIBG,EMEA
OPP-0ba078e8,Foster PLC,CMP-157,Closed Lost,178129.33,2022-09-13,2022-10-15,SIBG,LATAM
OPP-4d29d1ab,Saunders LLC,CMP-196,Closed Lost,307863.62,2023-09-29,2023-10-28,CBG,EMEA
OPP-01fa964e,Burgess-Thompson,CMP-196,Closed Lost,281872.15,2023-09-21,2023-10-22,CBG,EMEA
OPP-3ae88926,"Hansen, Barnett and Gomez",CMP-196,Closed Won,217459.85,2023-09-18,2023-10-09,CBG,EMEA
OPP-0ad45230,Smith-Morse,CMP-198,Closed Won,431035.23,2022-08-23,2022-09-17,HCBG,NA
OPP-6de59332,"Sullivan, Bowman and Roberts",CMP-198,Closed Won,423407.35,2022-08-22,2022-09-07,HCBG,NA
OPP-532401fc,Solis PLC,CMP-198,Closed Won,251127.34,2022-08-18,2022-09-07,HCBG,NA
OPP-eb7607c9,Davis-Richard,CMP-198,Closed Won,219096.86,2022-08-24,2022-09-18,HCBG,NA
OPP-6683e107,"Miller, Harrell and Reese",CMP-198,Negotiation,475981.72,2022-08-19,,HCBG,NA
OPP-2b0abedd,Dixon Inc,CMP-198,Closed Won,240965.9,2022-08-24,2022-09-20,HCBG,NA
OPP-e7ea8d5a,Bell-Mullen,CMP-198,Closed Won,365753.91,2022-08-26,2022-09-21,HCBG,NA
OPP-3c7c1d85,Thomas and Sons,CMP-198,Closed Won,492885.6,2022-08-21,2022-09-05,HCBG,NA
OPP-c29d782b,"Jones, Bean and Burton",CMP-198,Closed Won,266258.57,2022-08-22,2022-09-18,HCBG,NA
OPP-c2874f06,"Cole, Glass and Cunningham",CMP-103,Negotiation,181567.76,2021-06-07,,SIBG,EMEA
OPP-52bdc661,"Stewart, Gonzales and Harrison",CMP-103,Negotiation,296233.02,2021-06-02,,SIBG,EMEA
OPP-46510367,"Brown, Romero and Collins",CMP-103,Closed Won,214513.65,2021-06-03,2021-06-19,SIBG,EMEA
OPP-5e659654,Jones-Lin,CMP-103,Closed Lost,322061.72,2021-06-01,2021-07-03,SIBG,EMEA
OPP-98159d6c,"Cruz, Carpenter and Best",CMP-103,Closed Won,262701.78,2021-06-02,2021-07-04,SIBG,EMEA
OPP-7321bf6b,"Pearson, Morris and Alvarez",CMP-103,Closed Won,189280.91,2021-06-02,2021-07-06,SIBG,EMEA
OPP-73557b9d,Shepherd LLC,CMP-103,Closed Won,249816.77,2021-06-02,2021-06-25,SIBG,EMEA
OPP-812a1f9b,"Thompson, Wright and Kim",CMP-103,Closed Won,165489.51,2021-05-28,2021-06-23,SIBG,EMEA
OPP-9c1c3517,Cox LLC,CMP-103,Closed Won,292086.37,2021-05-27,2021-06-20,SIBG,EMEA
OPP-569f3ab3,"Harper, Mccormick and Holland",CMP-105,Closed Lost,211198.75,2022-02-25,2022-03-23,TEBG,NA
OPP-8ed6ad5e,"Hughes, King and York",CMP-105,Closed Lost,257942.4,2022-03-04,2022-03-25,TEBG,NA
OPP-df8f4197,Cook PLC,CMP-105,Closed Won,221695.31,2022-03-06,2022-04-03,TEBG,NA
OPP-598ddaec,Ponce-Hale,CMP-105,Closed Won,223115.52,2022-02-28,2022-03-15,TEBG,NA
OPP-b576255e,Collins Group,CMP-105,Closed Won,267808.1,2022-03-01,2022-03-28,TEBG,NA
OPP-d02ce0c1,Santiago Ltd,CMP-105,Closed Won,282814.35,2022-02-24,2022-03-13,TEBG,NA
OPP-86c1b6cb,Lucas Group,CMP-206,Closed Won,332484.03,2024-03-17,2024-04-18,HCBG,EMEA
OPP-5cd33369,White-Lewis,CMP-206,Closed Won,233717.91,2024-03-17,2024-04-16,HCBG,EMEA
OPP-31274148,Cooke and Sons,CMP-129,Closed Won,327642.76,2024-07-29,2024-08-31,HCBG,EMEA
OPP-c9c23e69,Romero PLC,CMP-224,Closed Lost,244017.06,2023-10-07,2023-11-06,SIBG,APAC
OPP-86cac6f4,Stanley PLC,CMP-224,Closed Won,251842.94,2023-10-05,2023-11-05,SIBG,APAC
OPP-277d1be9,White Ltd,CMP-224,Closed Won,155207.96,2023-09-27,2023-10-28,SIBG,APAC
OPP-e7147668,Griffith Inc,CMP-166,Negotiation,228204.71,2021-11-03,,HCBG,APAC
OPP-b836c448,Montes PLC,CMP-121,Closed Won,219184.34,2022-03-10,2022-04-01,SIBG,APAC
OPP-c8a723e9,Young-Allen,CMP-121,Closed Won,300368.56,2022-03-19,2022-04-03,SIBG,APAC
OPP-78116802,Richardson PLC,CMP-121,Negotiation,337185.87,2022-03-17,,SIBG,APAC
OPP-c4f9eccd,Strickland-Shaw,CMP-121,Closed Won,285257.69,2022-03-12,2022-04-09,SIBG,APAC
OPP-d11fc8c0,Solis and Sons,CMP-121,Closed Won,414468.6,2022-03-14,2022-04-02,SIBG,APAC
OPP-a4244f23,Sawyer-Spencer,CMP-121,Closed Won,229678.75,2022-03-20,2022-04-16,SIBG,APAC
OPP-8412a335,Mitchell and Sons,CMP-121,Negotiation,216525.16,2022-03-19,,SIBG,APAC
OPP-836b15c7,Guerra Inc,CMP-121,Closed Won,243600.01,2022-03-11,2022-03-28,SIBG,APAC
OPP-d11376e0,Wilkerson-Arias,CMP-121,Closed Won,257080.4,2022-03-10,2022-03-26,SIBG,APAC
OPP-808389c8,Young-Vang,CMP-121,Closed Won,252679.63,2022-03-13,2022-03-30,SIBG,APAC
OPP-519554e3,Combs Ltd,CMP-121,Closed Won,224618.63,2022-03-11,2022-04-03,SIBG,APAC
OPP-2339ba19,Mitchell Group,CMP-147,Negotiation,213431.39,2021-05-24,,SIBG,NA
OPP-c24369e7,"Harrison, Gilbert and Bullock",CMP-147,Closed Won,252089.79,2021-05-23,2021-06-11,SIBG,NA
OPP-d5c0244d,Dunn Ltd,CMP-147,Closed Lost,284645.17,2021-06-01,2021-06-30,SIBG,NA
OPP-1c76bdf6,Young-Martinez,CMP-245,Closed Won,181493.48,2021-09-17,2021-10-26,CBG,NA
OPP-cb3cf8ca,"Bryant, Rodriguez and Stein",CMP-245,Closed Won,144830.57,2021-09-22,2021-10-31,CBG,NA
OPP-a1c7cc8a,"Andrews, Higgins and Carter",CMP-245,Closed Won,121357.62,2021-09-17,2021-10-29,CBG,NA
OPP-3d959e3f,"Butler, Beck and Miller",CMP-161,Closed Lost,168167.25,2022-08-03,2022-09-11,SIBG,LATAM
OPP-f4124360,"Stephens, Hartman and Romero",CMP-152,Closed Lost,264425.91,2024-08-05,2024-09-15,HCBG,LATAM
OPP-785ac5d0,Reid LLC,CMP-152,Negotiation,203190.73,2024-08-04,,HCBG,LATAM
OPP-5b6a8102,Cooper Ltd,CMP-152,Closed Lost,271098.76,2024-08-08,2024-09-18,HCBG,LATAM
OPP-c5811d2d,"Moss, Cook and Williams",CMP-152,Closed Won,278672.82,2024-07-31,2024-08-25,HCBG,LATAM
OPP-a48e40f1,Greer Ltd,CMP-230,Closed Lost,183583.37,2020-12-16,2021-01-01,CBG,LATAM
OPP-7a8104de,"White, Taylor and Baldwin",CMP-230,Closed Lost,242863.35,2020-12-16,2021-01-13,CBG,LATAM
OPP-4b1f0d7b,Williams and Sons,CMP-230,Negotiation,247992.07,2020-12-19,,CBG,LATAM
OPP-eef16694,Robertson-Hays,CMP-230,Closed Won,172058.54,2020-12-13,2021-01-14,CBG,LATAM
OPP-095ffa81,"Lee, Kelly and Norman",CMP-197,Closed Won,229370.11,2021-10-26,2021-11-20,CBG,LATAM
OPP-45f18619,Lloyd Group,CMP-101,Closed Won,501573.02,2021-06-28,2021-07-13,SIBG,LATAM
OPP-7092947d,Morgan-Lopez,CMP-101,Closed Won,179455.18,2021-06-24,2021-07-15,SIBG,LATAM
OPP-ec9f9c54,"Adams, Miller and Coleman",CMP-101,Closed Won,259329.0,2021-06-27,2021-07-11,SIBG,LATAM
OPP-d284f54e,Gardner LLC,CMP-101,Closed Won,263210.98,2021-06-20,2021-07-09,SIBG,LATAM
OPP-a9320094,Parker-Morrison,CMP-101,Closed Won,294056.01,2021-06-24,2021-07-09,SIBG,LATAM
OPP-71a3fad2,West-Acosta,CMP-101,Closed Won,331444.68,2021-06-30,2021-07-27,SIBG,LATAM
OPP-ff86cc31,Hill-Whitney,CMP-101,Closed Won,289380.75,2021-06-21,2021-07-14,SIBG,LATAM
OPP-abd2b512,"Sullivan, Palmer and Brady",CMP-101,Negotiation,215976.03,2021-06-29,,SIBG,LATAM
OPP-248d31ec,"Gregory, Kim and Martinez",CMP-101,Closed Won,228112.47,2021-06-26,2021-07-17,SIBG,LATAM
OPP-5dc7b3e6,Reyes-Bradley,CMP-101,Closed Won,192752.47,2021-06-29,2021-07-21,SIBG,LATAM
OPP-732e2016,Watson-Hines,CMP-101,Closed Won,353095.62,2021-07-01,2021-07-29,SIBG,LATAM
OPP-5df06e8c,Edwards-Ramirez,CMP-101,Closed Won,354869.1,2021-06-20,2021-07-11,SIBG,LATAM
OPP-bc55300b,Porter Group,CMP-101,Closed Won,371189.74,2021-06-29,2021-07-23,SIBG,LATAM
OPP-4303cbc1,Padilla-Lewis,CMP-101,Closed Won,239500.65,2021-06-23,2021-07-12,SIBG,LATAM
OPP-ea9e5c8d,Gonzalez-Taylor,CMP-101,Negotiation,222975.95,2021-06-29,,SIBG,LATAM
OPP-e60fd420,"Wallace, Miller and Fleming",CMP-101,Closed Won,281372.87,2021-06-28,2021-07-14,SIBG,LATAM
OPP-aaf78c67,Mckinney-Pierce,CMP-222,Closed Won,243646.38,2022-06-27,2022-08-01,TEBG,LATAM
OPP-d9f2dd0d,Joseph Ltd,CMP-128,Closed Won,236080.57,2023-10-18,2023-11-13,SIBG,APAC
OPP-5c8ac066,"Walker, Galloway and Conner",CMP-128,Closed Won,470326.56,2023-10-22,2023-11-16,SIBG,APAC
OPP-06ba8cd3,Spencer-Wood,CMP-128,Closed Won,322740.05,2023-10-18,2023-11-09,SIBG,APAC
OPP-2138afe0,"Henson, Jones and Sanders",CMP-128,Closed Won,325787.05,2023-10-27,2023-11-12,SIBG,APAC
OPP-8693fd9d,Hammond-Morrow,CMP-230,Closed Won,203369.75,2020-10-31,2020-11-21,CBG,LATAM
OPP-5128b9b1,"Jones, Owens and Holmes",CMP-230,Closed Won,171634.83,2020-11-11,2020-12-09,CBG,LATAM
OPP-c7bf4fbc,"Bowman, White and Burch",CMP-230,Closed Won,250057.45,2020-11-07,2020-12-07,CBG,LATAM
OPP-de431e06,Guerra PLC,CMP-230,Negotiation,356780.18,2020-11-08,,CBG,LATAM
OPP-2976aab2,Donovan-Perez,CMP-230,Closed Won,246779.86,2020-11-02,2020-11-27,CBG,LATAM
OPP-e519dd7e,Singleton-King,CMP-112,Closed Lost,247369.61,2023-09-06,2023-10-13,TEBG,EMEA
OPP-46426c45,Weber PLC,CMP-114,Closed Lost,121931.21,2020-11-22,2021-01-09,CBG,LATAM
OPP-a417c093,Vargas PLC,CMP-114,Closed Lost,108906.68,2020-11-20,2021-01-15,CBG,LATAM
OPP-9fddde2e,"Winters, Morgan and Bradshaw",CMP-234,Closed Won,172631.42,2021-06-25,2021-07-31,TEBG,APAC
OPP-07437c3b,Williams Ltd,CMP-101,Closed Lost,252782.13,2021-06-17,2021-07-11,SIBG,LATAM
OPP-a6b07458,Wang Group,CMP-101,Closed Won,281703.22,2021-06-12,2021-06-27,SIBG,LATAM
OPP-7f7f6c0a,"Gardner, May and Turner",CMP-101,Closed Won,183702.83,2021-06-12,2021-06-27,SIBG,LATAM
OPP-af5b8f47,Evans-Jones,CMP-101,Closed Lost,385726.49,2021-06-15,2021-07-09,SIBG,LATAM
OPP-6a662fce,Marshall-Peterson,CMP-101,Closed Won,192620.54,2021-06-13,2021-07-01,SIBG,LATAM
OPP-b7e6a14c,Gross-Valencia,CMP-101,Closed Won,279110.13,2021-06-11,2021-07-06,SIBG,LATAM
OPP-c2baf0e0,Robertson-Rodriguez,CMP-101,Closed Won,202926.9,2021-06-17,2021-07-15,SIBG,LATAM
OPP-44790612,Wright-Davis,CMP-101,Closed Won,227982.6,2021-06-16,2021-07-13,SIBG,LATAM
OPP-dd39d793,"Barnes, Estes and Barrera",CMP-101,Closed Won,389646.67,2021-06-09,2021-06-28,SIBG,LATAM
OPP-93e34c35,"Edwards, Hines and Jimenez",CMP-101,Closed Won,422705.59,2021-06-08,2021-07-01,SIBG,LATAM
OPP-e10b1a47,Jimenez-Davis,CMP-101,Closed Won,312999.32,2021-06-17,2021-07-03,SIBG,LATAM
OPP-f778c676,Lewis LLC,CMP-101,Closed Won,293142.38,2021-06-12,2021-06-30,SIBG,LATAM
OPP-7eb162f1,"Khan, Pena and Ruiz",CMP-101,Closed Won,314228.4,2021-06-17,2021-07-12,SIBG,LATAM
OPP-1b84edc3,Anderson-Baker,CMP-101,Closed Won,379981.11,2021-06-17,2021-07-07,SIBG,LATAM
OPP-5dae1201,Morales PLC,CMP-101,Closed Won,312722.56,2021-06-09,2021-07-02,SIBG,LATAM
OPP-8da00495,Jones-Gordon,CMP-101,Closed Won,208036.95,2021-06-18,2021-07-03,SIBG,LATAM
OPP-d3479a3b,"Becker, Wilson and Hester",CMP-101,Closed Won,270001.48,2021-06-11,2021-07-03,SIBG,LATAM
OPP-fc9e1dcb,Grant-Diaz,CMP-101,Closed Lost,261239.23,2021-06-13,2021-07-07,SIBG,LATAM
OPP-8255da61,Porter-Williams,CMP-101,Negotiation,217883.7,2021-06-12,,SIBG,LATAM
OPP-cdd0b4d4,Stone-Hernandez,CMP-101,Closed Won,336652.94,2021-06-09,2021-07-03,SIBG,LATAM
OPP-53f591dc,"Flores, Long and Jensen",CMP-101,Closed Lost,378750.94,2021-06-18,2021-07-15,SIBG,LATAM
OPP-561c9210,"Clayton, Patel and Erickson",CMP-101,Closed Won,242911.37,2021-06-18,2021-07-12,SIBG,LATAM
OPP-044251db,Rivera-Rodriguez,CMP-101,Closed Won,196266.08,2021-06-15,2021-06-30,SIBG,LATAM
OPP-cbf81f86,"Wiggins, Soto and Carlson",CMP-101,Negotiation,240665.3,2021-06-17,,SIBG,LATAM
OPP-c86c6544,"Lane, Griffith and Silva",CMP-101,Closed Won,283690.76,2021-06-13,2021-07-05,SIBG,LATAM
OPP-b89f7039,"Hampton, James and Underwood",CMP-101,Closed Won,284820.13,2021-06-12,2021-06-26,SIBG,LATAM
OPP-f2bd92f2,"Rodriguez, Smith and Edwards",CMP-101,Closed Won,310228.02,2021-06-12,2021-06-30,SIBG,LATAM
OPP-34323ec6,Shaw-Carr,CMP-101,Closed Lost,326215.46,2021-06-09,2021-06-26,SIBG,LATAM
OPP-bc5fd4dd,"Brown, Taylor and Clark",CMP-175,Closed Won,327724.93,2021-02-12,2021-03-13,TEBG,LATAM
OPP-7a768555,"Bennett, Frye and Stevens",CMP-175,Closed Won,301464.01,2021-02-10,2021-03-03,TEBG,LATAM
OPP-5ab28d4a,"Ingram, Le and Schneider",CMP-175,Closed Lost,212049.31,2021-02-09,2021-02-27,TEBG,LATAM
OPP-7bf33a34,Bernard LLC,CMP-175,Closed Lost,261300.95,2021-02-08,2021-03-03,TEBG,LATAM
OPP-f1053252,Wise-Bush,CMP-175,Closed Won,362084.65,2021-02-08,2021-03-10,TEBG,LATAM
OPP-5129950d,Bailey-Peck,CMP-175,Closed Won,251554.91,2021-02-15,2021-03-17,TEBG,LATAM
OPP-49ac9087,Berry PLC,CMP-175,Closed Lost,297307.81,2021-02-07,2021-03-14,TEBG,LATAM
OPP-65001423,Blevins-Ballard,CMP-175,Closed Won,202177.05,2021-02-12,2021-03-17,TEBG,LATAM
OPP-f48f709c,"Miller, Bradshaw and Douglas",CMP-236,Negotiation,127050.06,2022-12-27,,SIBG,APAC
OPP-33baba88,"Nelson, Hoffman and Nelson",CMP-248,Closed Won,195765.3,2022-07-06,2022-07-24,TEBG,APAC
OPP-963a8617,Sanchez Ltd,CMP-248,Closed Won,243711.84,2022-07-02,2022-07-21,TEBG,APAC
OPP-a35055e4,Williams Group,CMP-248,Closed Won,255103.52,2022-07-11,2022-08-13,TEBG,APAC
OPP-19bd4f93,"Townsend, Smith and Pierce",CMP-248,Negotiation,310901.4,2022-07-02,,TEBG,APAC
OPP-a723fb72,Woods-Gonzalez,CMP-248,Closed Lost,239157.58,2022-06-30,2022-07-27,TEBG,APAC
OPP-4910fade,"Brown, Mack and Pearson",CMP-248,Closed Lost,269473.52,2022-07-05,2022-08-09,TEBG,APAC
OPP-b91e3d6e,Gentry and Sons,CMP-248,Closed Won,322873.36,2022-07-11,2022-08-01,TEBG,APAC
OPP-2d007d05,Osborn Group,CMP-152,Closed Lost,226461.26,2024-07-11,2024-08-20,HCBG,LATAM
OPP-efc59738,"Hayden, Howe and Mcdowell",CMP-152,Closed Lost,309667.61,2024-07-08,2024-08-12,HCBG,LATAM
OPP-9a4ffc0c,Hebert LLC,CMP-152,Negotiation,208887.67,2024-07-07,,HCBG,LATAM
OPP-a42d0cd7,"Warren, Small and Anderson",CMP-152,Closed Lost,212736.54,2024-07-07,2024-08-06,HCBG,LATAM
OPP-315c167a,Rivera Ltd,CMP-152,Closed Won,272400.21,2024-07-16,2024-08-21,HCBG,LATAM
OPP-b7f60cdf,Smith LLC,CMP-132,Negotiation,250220.81,2020-11-10,,SIBG,EMEA
OPP-aca58d95,Thompson Ltd,CMP-185,Negotiation,220674.76,2021-02-23,,SIBG,NA
OPP-6d7df5d0,"Murphy, Morales and Davis",CMP-111,Negotiation,145628.61,2023-06-06,,CBG,APAC
OPP-52d78f10,Smith Group,CMP-183,Closed Lost,206712.37,2022-06-07,2022-07-07,SIBG,LATAM
OPP-4459bd6e,Turner-Sharp,CMP-213,Negotiation,111697.26,2021-10-02,,CBG,EMEA
OPP-5c0b9b10,"Young, Contreras and Marshall",CMP-191,Closed Won,358254.97,2020-03-21,2020-04-10,HCBG,NA
OPP-80a52e65,"Carrillo, Vaughn and Fowler",CMP-191,Closed Lost,401235.36,2020-03-15,2020-04-11,HCBG,NA
OPP-9d5817e8,Robinson and Sons,CMP-191,Closed Lost,316563.29,2020-03-16,2020-04-11,HCBG,NA
OPP-bf6b8cdf,"Brooks, Miles and Durham",CMP-191,Closed Won,157636.27,2020-03-22,2020-04-07,HCBG,NA
OPP-aa0217d0,Gill Ltd,CMP-191,Closed Won,325179.43,2020-03-17,2020-03-31,HCBG,NA
OPP-c9912032,Fox PLC,CMP-191,Closed Lost,278241.01,2020-03-23,2020-04-13,HCBG,NA
OPP-ead08c89,"Rodriguez, Poole and Leach",CMP-191,Closed Won,329553.28,2020-03-18,2020-04-09,HCBG,NA
OPP-265cb9d9,Murphy PLC,CMP-191,Negotiation,428970.78,2020-03-14,,HCBG,NA
OPP-3495311e,"Aguilar, Davis and Dixon",CMP-191,Closed Won,342676.91,2020-03-21,2020-04-17,HCBG,NA
OPP-21c71aa3,"Perry, Elliott and Hansen",CMP-191,Closed Won,435693.39,2020-03-14,2020-04-01,HCBG,NA
OPP-b928e23f,Foster Inc,CMP-191,Closed Won,250183.53,2020-03-14,2020-04-09,HCBG,NA
OPP-12b2102d,Henderson Ltd,CMP-191,Closed Won,388049.76,2020-03-15,2020-04-02,HCBG,NA
OPP-0f6ce9bf,Andersen Group,CMP-191,Closed Won,367194.87,2020-03-20,2020-04-17,HCBG,NA
OPP-2e13418d,Cannon Ltd,CMP-191,Closed Won,311361.34,2020-03-21,2020-04-06,HCBG,NA
OPP-5fdcabbf,West-Stark,CMP-191,Closed Won,191811.26,2020-03-19,2020-04-03,HCBG,NA
OPP-aec76a82,"Baxter, Anderson and Dalton",CMP-191,Closed Won,307259.9,2020-03-16,2020-04-12,HCBG,NA
OPP-8989c5ab,Rice-Luna,CMP-191,Closed Won,258811.17,2020-03-20,2020-04-17,HCBG,NA
OPP-c194f97f,Good Group,CMP-191,Closed Won,202042.34,2020-03-18,2020-04-15,HCBG,NA
OPP-6c93a791,"Gray, Hall and Murray",CMP-191,Closed Lost,263706.72,2020-03-13,2020-04-02,HCBG,NA
OPP-effa2002,"Cannon, Johnson and Keller",CMP-191,Closed Won,348534.81,2020-03-13,2020-04-02,HCBG,NA
OPP-e23ddfaa,Allen Inc,CMP-191,Closed Won,323573.61,2020-03-21,2020-04-09,HCBG,NA
OPP-7249f62c,"Powers, Brennan and Sanchez",CMP-191,Closed Lost,304780.45,2020-03-16,2020-04-05,HCBG,NA
OPP-3bfda8a6,"Robinson, Shields and Brown",CMP-191,Closed Won,234189.92,2020-03-14,2020-04-02,HCBG,NA
OPP-3bf2025f,"Johnston, Ray and Barton",CMP-191,Closed Won,183156.04,2020-03-16,2020-03-30,HCBG,NA
OPP-4d406f1b,Odom PLC,CMP-191,Closed Won,245052.46,2020-03-18,2020-04-15,HCBG,NA
OPP-46707cd6,Hawkins PLC,CMP-191,Negotiation,287371.36,2020-03-14,,HCBG,NA
OPP-2cd58759,"Shelton, Peters and Williams",CMP-197,Closed Won,196398.63,2021-11-23,2021-12-27,CBG,LATAM
OPP-abdd1a8f,Floyd-Flores,CMP-197,Closed Lost,230726.49,2021-11-17,2021-12-05,CBG,LATAM
OPP-4cc57e0d,White-Medina,CMP-197,Closed Lost,295112.49,2021-11-14,2021-11-29,CBG,LATAM
OPP-4cfd0fc1,"Thomas, Ford and Brown",CMP-249,Negotiation,154651.06,2022-03-18,,HCBG,EMEA
OPP-8eaa5841,"Anderson, Sanchez and Harris",CMP-249,Closed Won,224093.26,2022-03-25,2022-04-19,HCBG,EMEA
OPP-73253aa3,Davis-Hardy,CMP-249,Closed Won,170496.97,2022-03-26,2022-05-01,HCBG,EMEA
OPP-608e149e,"Jacobs, Williams and Jones",CMP-103,Closed Won,397835.9,2021-04-28,2021-05-31,SIBG,EMEA
OPP-b96c1163,"Hansen, Mendoza and Booth",CMP-103,Closed Won,318238.09,2021-04-21,2021-05-07,SIBG,EMEA
OPP-e8b3d763,Lewis and Sons,CMP-103,Closed Lost,200684.21,2021-04-21,2021-05-13,SIBG,EMEA
OPP-bf337a15,Rocha-Dominguez,CMP-103,Closed Won,212863.4,2021-04-24,2021-05-12,SIBG,EMEA
OPP-ea45ba41,Arnold LLC,CMP-244,Closed Lost,215107.93,2022-04-07,2022-05-24,CBG,NA
OPP-a6129a1c,Parker-Ward,CMP-181,Closed Won,108177.72,2021-12-16,2022-02-02,SIBG,LATAM
OPP-193e638d,"Harrison, Franco and Rocha",CMP-207,Closed Won,209819.83,2021-02-23,2021-03-21,TEBG,NA
OPP-0bb401e7,"Shields, Figueroa and Smith",CMP-207,Closed Won,253184.58,2021-02-26,2021-03-15,TEBG,NA
OPP-9442b5e6,"Butler, Hernandez and Rivera",CMP-207,Closed Won,345414.64,2021-02-26,2021-03-13,TEBG,NA
OPP-3ee82983,Pierce-Harding,CMP-207,Closed Won,281550.79,2021-02-22,2021-03-11,TEBG,NA
OPP-d253d966,Levy-May,CMP-207,Closed Won,199648.05,2021-02-28,2021-03-24,TEBG,NA
OPP-bb96f602,Jackson-Cortez,CMP-207,Negotiation,224266.8,2021-03-03,,TEBG,NA
OPP-e3ad64d4,"Mooney, Bernard and Warren",CMP-207,Closed Won,183905.65,2021-02-23,2021-03-10,TEBG,NA
OPP-f1f7d904,"Williams, Smith and Taylor",CMP-207,Closed Lost,267544.62,2021-03-01,2021-03-24,TEBG,NA
OPP-b509109b,Smith PLC,CMP-131,Closed Lost,255320.38,2021-12-18,2022-01-08,CBG,NA
OPP-9e2a7324,"Estrada, Jensen and Webb",CMP-131,Closed Won,217847.39,2021-12-20,2022-01-26,CBG,NA
OPP-883f13c6,"Jenkins, Smith and Bowen",CMP-195,Negotiation,287762.84,2022-03-09,,TEBG,NA
OPP-0463750e,"Li, Craig and Drake",CMP-195,Closed Won,371694.56,2022-03-11,2022-03-27,TEBG,NA
OPP-eb053fc4,Warren and Sons,CMP-195,Closed Lost,370957.03,2022-03-04,2022-03-24,TEBG,NA
OPP-409e7a80,Adams-Sanders,CMP-195,Closed Won,328915.3,2022-02-28,2022-03-23,TEBG,NA
OPP-7580e050,"Sanchez, Terry and Evans",CMP-195,Closed Lost,209840.05,2022-03-05,2022-03-22,TEBG,NA
OPP-a75b395a,"Malone, Davis and Gray",CMP-195,Closed Won,177701.66,2022-03-09,2022-03-29,TEBG,NA
OPP-a301ec03,Warner Inc,CMP-195,Closed Won,210270.98,2022-03-02,2022-03-26,TEBG,NA
OPP-a518a418,Knight-Hodge,CMP-195,Closed Won,188966.77,2022-03-10,2022-03-25,TEBG,NA
OPP-eb4d8f42,Hall Ltd,CMP-195,Negotiation,339499.45,2022-03-08,,TEBG,NA
OPP-45667c48,Glass Ltd,CMP-195,Closed Won,237480.76,2022-03-01,2022-03-23,TEBG,NA
OPP-8b040f53,"Barrett, White and Jefferson",CMP-195,Closed Won,327017.22,2022-03-08,2022-03-30,TEBG,NA
OPP-9647ff9f,Goodwin Ltd,CMP-195,Closed Lost,279542.71,2022-03-08,2022-03-30,TEBG,NA
OPP-13b22cec,Martin-Allen,CMP-195,Closed Won,236651.02,2022-02-28,2022-03-20,TEBG,NA
OPP-ad5229dd,"Rivera, Campos and Taylor",CMP-195,Closed Won,221010.65,2022-03-07,2022-03-21,TEBG,NA
OPP-1413d64d,"Mcgee, Reed and Davis",CMP-195,Negotiation,232702.42,2022-03-10,,TEBG,NA
OPP-57311609,"Mack, Friedman and Sanders",CMP-195,Closed Won,199289.84,2022-03-05,2022-03-23,TEBG,NA
OPP-a255e1bb,Bowers-Hayes,CMP-249,Negotiation,347050.36,2022-04-25,,HCBG,EMEA
OPP-f0eebcce,Reynolds-Frazier,CMP-249,Closed Won,218235.06,2022-04-19,2022-05-12,HCBG,EMEA
OPP-c5acc354,"Phillips, Wright and Jones",CMP-249,Closed Lost,264890.74,2022-04-19,2022-05-17,HCBG,EMEA
OPP-b630794d,"Moore, Price and Ward",CMP-245,Closed Won,173069.65,2021-10-06,2021-11-17,CBG,NA
OPP-4eea9db8,Ward-Nelson,CMP-245,Negotiation,154286.53,2021-10-05,,CBG,NA
OPP-6e54ac6d,Hawkins-Hunt,CMP-225,Closed Lost,228126.26,2020-08-21,2020-09-29,TEBG,EMEA
OPP-5a9a206a,"Davis, George and Nguyen",CMP-125,Negotiation,147368.71,2022-08-08,,TEBG,LATAM
OPP-69ef74e3,Maxwell-Hardy,CMP-108,Closed Won,229631.76,2021-08-23,2021-09-11,TEBG,EMEA
OPP-fa698cd2,Armstrong and Sons,CMP-108,Closed Won,286256.5,2021-08-31,2021-09-19,TEBG,EMEA
